"item","Año","Genero","Institución educativa","Deporte","Rol","Ciudad","Departamento"
"2,568","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,569","2024","Hombre","Gimnasio de los Llanos","Voleibol","Deportista","Yopal","Casanare"
"2,570","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,571","2024","Hombre","IE Luis Hernandez Vargas","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,572","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,573","2024","Hombre","Gimnasio de los Llanos","Baloncesto","Deportista","Yopal","Casanare"
"2,574","2024","Hombre","Gimnasio de los Llanos","Baloncesto","Deportista","Yopal","Casanare"
"2,575","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,576","2024","Hombre","IE El Paraiso","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,577","2024","Hombre","IE Centro Social","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,578","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,579","2024","Hombre","IE El Paraiso","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,580","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,581","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"2,582","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,583","2024","Hombre","Liceo Pedagogico San Martin","Fútbol Sala","Deportista","Yopal","Casanare"
"2,584","2024","Hombre","IE Braulio Gonzalez","Festivales Escolares","Deportista","Yopal","Casanare"
"2,585","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,586","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,587","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,588","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,589","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,590","2024","Mujer","IE El Paraiso","Fútbol Sala","Deportista","Yopal","Casanare"
"2,591","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Boxeo","Deportista","Yopal","Casanare"
"2,592","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,593","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Judo","Deportista","Yopal","Casanare"
"2,594","2024","Hombre","Liceo Escolar los Ángeles","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,595","2024","Mujer","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,596","2024","Mujer","IE Luis Hernandez Vargas","Baloncesto 3x3","Deportista","Yopal","Casanare"
"2,597","2024","Mujer","Gimnasio de los Llanos","Mini Voleibol","Deportista","Yopal","Casanare"
"2,598","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,599","2024","Mujer","Gimnasio de los Llanos","Voleibol","Deportista","Yopal","Casanare"
"2,600","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"2,601","2024","Mujer","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"2,602","2024","Mujer","IE Carlos Lleras Restrepo","Fútbol Sala","Deportista","Yopal","Casanare"
"2,603","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"2,604","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,605","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,606","2024","Mujer","IE Centro Social","Fútbol Sala","Deportista","Yopal","Casanare"
"2,607","2024","Mujer","IE Centro Social","Mini Voleibol","Deportista","Yopal","Casanare"
"2,608","2024","Mujer","Colegio de la Presentación Yopal","Voleibol","Deportista","Yopal","Casanare"
"2,609","2024","Mujer","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,610","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Voleibol","Deportista","Yopal","Casanare"
"2,611","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"2,612","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,613","2024","Hombre","IE Antonio Nariño","Fútbol Sala","Deportista","Yopal","Casanare"
"2,614","2024","Mujer","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"2,615","2024","Mujer","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"2,616","2024","Hombre","IE Santa Teresa","Fútbol Sala","Deportista","Yopal","Casanare"
"2,617","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,618","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,619","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,620","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Boxeo","Deportista","Yopal","Casanare"
"2,621","2024","Hombre","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,622","2024","Mujer","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"2,623","2024","Hombre","IE Teresa de Calcuta","Fútbol Sala","Deportista","Yopal","Casanare"
"2,624","2024","Hombre","Instituto Tecnico Empresarial","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,625","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,626","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,627","2024","Mujer","Institucion Educativa Megacolegio El Progreso","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,628","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Fútbol","Deportista","Yopal","Casanare"
"2,629","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Atletismo","Deportista","Yopal","Casanare"
"2,630","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,631","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Atletismo","Deportista","Yopal","Casanare"
"2,632","2024","Mujer","Gimnasio de los Llanos","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,633","2024","Mujer","IE Lucila Piragauta","Mini Voleibol","Deportista","Yopal","Casanare"
"2,634","2024","Mujer","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,635","2024","Mujer","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"2,636","2024","Mujer","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,637","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"2,638","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,639","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"2,640","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"2,641","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,642","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"2,643","2024","Hombre","Institucion Educativa Isaac Newton","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,644","2024","Hombre","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,645","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,646","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"2,647","2024","Hombre","IE Policarpa Salavarrieta","Baloncesto","Deportista","Yopal","Casanare"
"2,648","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,649","2024","Hombre","Inst Autonomo Shakespeare Y Cervantes","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,650","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"2,651","2024","Hombre","IE Braulio Gonzalez","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,652","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,653","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,654","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,655","2024","Hombre","Colegio Alianza Pedagogica","Atletismo","Deportista","Yopal","Casanare"
"2,656","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,657","2024","Hombre","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"2,658","2024","Hombre","IE Centro Social","Atletismo","Deportista","Yopal","Casanare"
"2,659","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"2,660","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,661","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"2,662","2024","Hombre","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"2,663","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,664","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"2,665","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,666","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,667","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"2,668","2024","Hombre","Colegio Bethel","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,669","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,670","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,671","2024","Hombre","Colegio Bethel","Taekwondo","Deportista","Yopal","Casanare"
"2,672","2024","Hombre","Colegio Bethel","Karate Do","Deportista","Yopal","Casanare"
"2,673","2024","Hombre","IE Centro Social","Baloncesto 3x3","Deportista","Yopal","Casanare"
"2,674","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,675","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,676","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"2,677","2024","Hombre","IE Centro Social","Fútbol Sala","Deportista","Yopal","Casanare"
"2,678","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"2,679","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,680","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,681","2024","Hombre","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"2,682","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,683","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,684","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,685","2024","Hombre","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"2,686","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Natación","Deportista","Yopal","Casanare"
"2,687","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"2,688","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"2,689","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol Sala","Deportista","Yopal","Casanare"
"2,690","2024","Mujer","Gimnasio Comfacasanare","Voleibol","Deportista","Yopal","Casanare"
"2,691","2024","Mujer","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,692","2024","Mujer","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,693","2024","Mujer","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"2,694","2024","Mujer","IE Manuela Beltran","Baloncesto 3x3","Deportista","Yopal","Casanare"
"2,695","2024","Mujer","Institucion Educativa Isaac Newton","Voleibol","Deportista","Yopal","Casanare"
"2,696","2024","Mujer","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,697","2024","Mujer","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"2,698","2024","Mujer","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,699","2024","Mujer","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"2,700","2024","Hombre","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"2,701","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"2,702","2024","Mujer","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,703","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Voleibol","Deportista","Yopal","Casanare"
"2,704","2024","Mujer","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,705","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"2,706","2024","Mujer","IE Braulio Gonzalez","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,707","2024","Hombre","Liceo de la Sabana","Bádminton","Deportista","Yopal","Casanare"
"2,708","2024","Hombre","Liceo Infantil Siglo XXI","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,709","2024","Hombre","Institucion Educativa Isaac Newton","Baloncesto 3x3","Deportista","Yopal","Casanare"
"2,710","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,711","2024","Mujer","Colegio Antonio Nariño","Voleibol","Deportista","Yopal","Casanare"
"2,712","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"2,713","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,714","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,715","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"2,716","2024","Mujer","Institucion Educativa Megacolegio El Progreso","Fútbol Sala","Deportista","Yopal","Casanare"
"2,717","2024","Hombre","Liceo Infantil Siglo XXI","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,718","2024","Hombre","IE Divino Salvador","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,719","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,720","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Fútbol Sala","Deportista","Yopal","Casanare"
"2,721","2024","Hombre","IE El Paraiso","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,722","2024","Hombre","Liceo Campestre Andino","Fútbol Sala","Deportista","Yopal","Casanare"
"2,723","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,724","2024","Hombre","Liceo Escolar los Ángeles","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,725","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,726","2024","Hombre","Liceo Pedagogico San Martin","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,727","2024","Hombre","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,728","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,729","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"2,730","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,731","2024","Hombre","Colegio Bethel","Natación","Deportista","Yopal","Casanare"
"2,732","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Atletismo","Deportista","Yopal","Casanare"
"2,733","2024","Hombre","IE Santa Teresa","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,734","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,735","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,736","2024","Hombre","IE Divino Salvador","Tejo","Deportista","Yopal","Casanare"
"2,737","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"2,738","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"2,739","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,740","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,741","2024","Hombre","Gimnasio de los Llanos","Baloncesto","Deportista","Yopal","Casanare"
"2,742","2024","Hombre","Instituto Pilosophia","Taekwondo","Deportista","Yopal","Casanare"
"2,743","2024","Hombre","IE Centro Social","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,744","2024","Hombre","Liceo de la Sabana","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,745","2024","Hombre","IE Braulio Gonzalez","Boxeo","Deportista","Yopal","Casanare"
"2,746","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,747","2024","Hombre","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"2,748","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,749","2024","Hombre","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,750","2024","Mujer","IE Luis Hernandez Vargas","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,751","2024","Mujer","Gimnasio Comfacasanare","Voleibol","Deportista","Yopal","Casanare"
"2,752","2024","Mujer","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,753","2024","Mujer","IE Técnica Agropecuaria Lorgio Rodríguez","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,754","2024","Mujer","IE Jorge ElIEcer Gaitan","Atletismo","Deportista","Yopal","Casanare"
"2,755","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Fútbol Sala","Deportista","Yopal","Casanare"
"2,756","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"2,757","2024","Mujer","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"2,758","2024","Mujer","Colegio Bethel","Patinaje","Deportista","Yopal","Casanare"
"2,759","2024","Mujer","IE Policarpa Salavarrieta","Baloncesto 3x3","Deportista","Yopal","Casanare"
"2,760","2024","Mujer","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"2,761","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"2,762","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Fútbol Sala","Deportista","Yopal","Casanare"
"2,763","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Natación","Deportista","Yopal","Casanare"
"2,764","2024","Mujer","Instituto Tecnico Empresarial","Atletismo","Deportista","Yopal","Casanare"
"2,765","2024","Mujer","Gimnasio Comfacasanare","Natación","Deportista","Yopal","Casanare"
"2,766","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"2,767","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"2,768","2024","Mujer","IE Centro Social","Mini Voleibol","Deportista","Yopal","Casanare"
"2,769","2024","Mujer","Colegio de la Presentación Yopal","Voleibol","Deportista","Yopal","Casanare"
"2,770","2024","Mujer","Liceo Gustavo Matamoros Leon","Voleibol","Deportista","Yopal","Casanare"
"2,771","2024","Mujer","Gimnasio de los Llanos","Fútbol Sala","Deportista","Yopal","Casanare"
"2,772","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"2,773","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"2,774","2024","Mujer","Liceo Gustavo Matamoros Leon","Porrismo","Deportista","Yopal","Casanare"
"2,775","2024","Mujer","Liceo Escolar los Ángeles","Voleibol","Deportista","Yopal","Casanare"
"2,776","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"2,777","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"2,778","2024","Mujer","Liceo de la Sabana","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,779","2024","Mujer","Gimnasio de los Llanos","Fútbol Sala","Deportista","Yopal","Casanare"
"2,780","2024","Hombre","Colegio de la Presentación Yopal","Fútbol Sala","Deportista","Yopal","Casanare"
"2,781","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,782","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,783","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol Sala","Deportista","Yopal","Casanare"
"2,784","2024","Hombre","IE La Campiña","Voleibol","Deportista","Yopal","Casanare"
"2,785","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,786","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,787","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"2,788","2024","Hombre","IE Centro Social","Fútbol Sala","Deportista","Yopal","Casanare"
"2,789","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,790","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Fútbol Sala","Deportista","Yopal","Casanare"
"2,791","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"2,792","2024","Hombre","IE Divino Salvador","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,793","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"2,794","2024","Hombre","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,795","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol","Deportista","Yopal","Casanare"
"2,796","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"2,797","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,798","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol Sala","Deportista","Yopal","Casanare"
"2,799","2024","Hombre","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"2,800","2024","Hombre","IE Antonio Nariño","Taekwondo","Deportista","Yopal","Casanare"
"2,801","2024","Hombre","IE Teresa de Calcuta","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,802","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"2,803","2024","Hombre","Liceo Escolar los Ángeles","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,804","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"2,805","2024","Hombre","Liceo Pedagogico San Martin","Fútbol Sala","Deportista","Yopal","Casanare"
"2,806","2024","Hombre","IE Teresa de Calcuta","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,807","2024","Hombre","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"2,808","2024","Hombre","Institucion Educativa Isaac Newton","Baloncesto 3x3","Deportista","Yopal","Casanare"
"2,809","2024","Hombre","IE Braulio Gonzalez","Mini Baloncesto","Deportista","Yopal","Casanare"
"2,810","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,811","2024","Hombre","Colegio Bethel","Fútbol","Deportista","Yopal","Casanare"
"2,812","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"2,813","2024","Hombre","Colegio Alianza Pedagogica","Fútbol Sala","Deportista","Yopal","Casanare"
"2,814","2024","Hombre","Liceo de la Sabana","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,815","2024","Hombre","IE Braulio Gonzalez","Boxeo","Deportista","Yopal","Casanare"
"2,816","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,817","2024","Hombre","Colegio Alianza Pedagogica","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,818","2024","Hombre","IE Divino Salvador","Tejo","Deportista","Yopal","Casanare"
"2,819","2024","Hombre","IE El Triunfo",,"Deportista","Yopal","Casanare"
"2,820","2024","Hombre","Liceo Pedagogico San Martin","Fútbol Sala","Deportista","Yopal","Casanare"
"2,821","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,822","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"2,823","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,824","2024","Hombre","IE Centro Social","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,825","2024","Mujer","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"2,826","2024","Hombre","IE El Paraiso","Fútbol Sala","Deportista","Yopal","Casanare"
"2,827","2024","Hombre","IE Braulio Gonzalez","Taekwondo","Deportista","Yopal","Casanare"
"2,828","2024","Hombre","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"2,829","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,830","2024","Mujer","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"2,831","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"2,832","2024","Hombre","Liceo Infantil Siglo XXI","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,833","2024","Mujer","Liceo Escolar los Ángeles","Voleibol","Deportista","Yopal","Casanare"
"2,834","2024","Mujer","IE Antonio Nariño","Fútbol Sala","Deportista","Yopal","Casanare"
"2,835","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"2,836","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"2,837","2024","Mujer","Liceo Pedagógico Colombo Inglés","Ajedrez Integrado","Deportista","Yopal","Casanare"
"2,838","2024","Mujer","IE Manuela Beltran","Karate Do","Deportista","Yopal","Casanare"
"2,839","2024","Mujer","IE Centro Social","Mini Voleibol","Deportista","Yopal","Casanare"
